label,ph,temperature,humidity,altitude,rainfall,N,P,K
7,6.12,14.99,61.03,623.0,947.43,126.0,72.0,274.0
7,6.15,18.21,73.66,421.0,828.58,163.0,32.0,251.0
7,6.59,15.75,77.99,973.0,1191.18,149.0,55.0,266.0
7,6.37,26.06,69.3,1060.0,804.9,139.0,63.0,226.0
7,5.79,15.83,63.6,1695.0,1027.2,160.0,87.0,226.0
7,6.58,22.18,79.68,1381.0,1456.73,126.0,73.0,193.0
7,6.95,27.03,73.45,1115.0,1023.28,148.0,64.0,284.0
7,5.85,17.3,73.89,1030.0,942.69,176.0,35.0,161.0
7,6.02,26.48,72.5,1694.0,857.9,155.0,60.0,291.0
7,6.32,22.78,61.21,590.0,1132.52,102.0,69.0,159.0
7,5.99,27.09,62.88,1048.0,1218.81,133.0,69.0,296.0
7,6.67,27.86,63.24,548.0,1008.49,119.0,71.0,289.0
7,6.19,23.31,63.23,459.0,867.75,197.0,88.0,154.0
7,5.74,14.6,71.52,730.0,1483.66,100.0,61.0,266.0
7,6.54,22.6,72.46,603.0,952.51,132.0,43.0,268.0
7,6.07,14.71,77.2,720.0,1454.43,153.0,72.0,276.0
7,6.01,21.53,66.19,433.0,1259.75,100.0,52.0,219.0
7,6.42,19.22,67.35,1639.0,1308.43,187.0,35.0,184.0
7,6.57,27.94,77.37,682.0,1312.24,113.0,70.0,191.0
7,6.49,15.34,74.28,221.0,1383.65,144.0,39.0,166.0
7,6.43,14.08,61.85,571.0,1130.33,166.0,43.0,296.0
7,6.3,17.35,76.44,957.0,1238.31,142.0,84.0,205.0
7,5.67,22.49,73.95,1486.0,831.61,179.0,42.0,164.0
7,7.0,23.86,74.46,1729.0,1224.32,143.0,36.0,286.0
7,5.84,27.42,73.24,1352.0,990.93,188.0,50.0,195.0
7,5.53,19.56,60.95,559.0,1207.75,187.0,67.0,203.0
7,6.96,20.19,69.72,1564.0,1365.23,129.0,76.0,269.0
7,5.58,14.13,68.88,1125.0,901.24,111.0,59.0,188.0
7,6.22,14.28,69.12,405.0,829.19,114.0,76.0,285.0
7,5.67,18.36,63.19,701.0,1235.77,106.0,85.0,195.0
7,6.52,14.39,71.33,849.0,1317.37,118.0,56.0,152.0
7,6.56,22.23,69.62,1374.0,1177.48,128.0,43.0,177.0
7,5.54,23.53,72.15,1087.0,1229.79,156.0,76.0,160.0
7,5.71,14.07,75.25,1807.0,1487.78,138.0,71.0,150.0
7,5.58,24.67,69.93,1347.0,1434.2,104.0,59.0,266.0
7,5.72,24.74,77.82,251.0,1260.49,104.0,73.0,232.0
7,6.59,16.6,73.05,1278.0,916.11,124.0,57.0,169.0
7,6.97,20.99,66.62,1619.0,1066.89,155.0,46.0,250.0
7,5.86,17.4,75.74,666.0,1232.34,109.0,33.0,220.0
7,6.4,20.9,60.43,1974.0,1289.12,155.0,76.0,294.0
7,6.51,21.68,76.7,1591.0,1041.48,178.0,44.0,245.0
7,6.56,23.31,67.91,1233.0,1036.97,128.0,58.0,150.0
7,6.05,15.42,78.74,372.0,1449.78,135.0,71.0,294.0
7,6.65,26.26,72.13,1815.0,1045.23,122.0,84.0,162.0
7,6.99,18.62,68.06,1756.0,1458.82,179.0,87.0,284.0
7,5.57,14.53,67.01,1469.0,1310.38,109.0,51.0,299.0
7,6.54,19.51,76.63,1776.0,962.05,198.0,74.0,187.0
7,6.98,24.29,69.47,806.0,1380.78,147.0,73.0,198.0
7,5.89,21.0,60.68,1542.0,1316.53,169.0,84.0,158.0
7,5.66,22.77,71.62,1448.0,973.09,165.0,83.0,215.0
7,6.88,24.62,70.92,403.0,917.49,137.0,38.0,178.0
7,5.64,22.49,76.82,1726.0,1254.46,123.0,80.0,299.0
7,5.52,25.51,62.29,1811.0,967.47,106.0,81.0,226.0
7,6.55,15.7,60.42,1368.0,938.99,176.0,73.0,153.0
7,6.43,20.51,62.02,205.0,949.98,175.0,54.0,219.0
7,6.04,21.8,60.18,1675.0,1093.14,154.0,65.0,221.0
7,5.62,20.05,78.2,1603.0,1140.06,112.0,64.0,157.0
7,5.83,21.61,62.49,1992.0,1467.65,122.0,73.0,154.0
7,5.72,15.54,65.67,659.0,1230.7,127.0,31.0,159.0
7,5.97,15.71,72.55,1609.0,1015.94,147.0,80.0,264.0
7,5.59,17.02,60.37,930.0,1194.81,132.0,84.0,174.0
7,6.53,18.27,71.68,790.0,1050.76,131.0,45.0,253.0
7,6.48,22.13,75.24,239.0,931.82,108.0,68.0,233.0
7,5.85,18.94,65.68,1286.0,1385.06,193.0,88.0,170.0
7,6.74,23.67,69.56,1786.0,887.42,121.0,81.0,211.0
7,6.47,14.89,75.64,1720.0,1266.53,143.0,35.0,167.0
7,6.5,25.59,62.23,411.0,1316.87,151.0,42.0,252.0
7,6.26,24.88,77.35,1372.0,1221.92,113.0,51.0,249.0
7,5.94,15.15,66.1,862.0,838.46,100.0,48.0,235.0
7,6.07,25.07,73.55,870.0,991.96,148.0,75.0,154.0
7,6.98,14.13,78.32,1202.0,1265.34,143.0,39.0,295.0
7,5.52,19.44,79.71,999.0,1399.2,144.0,51.0,267.0
7,5.79,18.51,77.96,787.0,805.89,172.0,84.0,206.0
7,6.54,17.55,79.79,672.0,867.12,142.0,82.0,300.0
7,6.09,25.56,62.47,433.0,1143.81,193.0,33.0,157.0
7,5.57,21.53,76.9,1571.0,1184.06,169.0,59.0,215.0
7,6.72,14.56,76.74,1460.0,841.85,181.0,61.0,220.0
7,5.53,22.66,79.14,1034.0,1003.65,117.0,72.0,243.0
7,6.79,27.06,74.02,1982.0,1281.84,103.0,69.0,158.0
7,6.35,14.92,64.69,789.0,976.05,192.0,82.0,277.0
7,5.54,18.27,70.6,966.0,873.77,133.0,49.0,254.0
7,6.61,18.2,76.1,1881.0,911.18,196.0,88.0,157.0
7,5.7,18.53,79.49,920.0,1194.97,155.0,88.0,288.0
7,6.3,18.51,63.81,462.0,1272.6,154.0,64.0,235.0
7,5.62,26.97,63.8,878.0,1376.95,121.0,87.0,177.0
7,6.36,23.96,68.01,717.0,1316.54,195.0,87.0,253.0
7,6.75,25.29,74.61,1757.0,893.13,177.0,48.0,300.0
7,5.68,18.54,67.77,365.0,1196.49,186.0,72.0,189.0
7,5.54,24.83,71.6,565.0,1364.32,180.0,59.0,297.0
7,6.53,14.22,74.27,1414.0,859.46,111.0,76.0,300.0
7,6.85,16.16,62.97,1905.0,963.11,149.0,83.0,295.0
7,5.86,19.73,62.33,434.0,1355.36,143.0,59.0,230.0
7,5.8,23.73,62.21,1948.0,845.29,127.0,57.0,205.0
7,5.57,17.2,63.58,742.0,923.9,164.0,78.0,194.0
7,5.98,26.49,75.15,273.0,1337.96,151.0,47.0,267.0
7,6.76,22.33,77.26,877.0,1266.45,151.0,49.0,224.0
7,5.73,16.63,70.24,923.0,982.48,172.0,65.0,279.0
7,5.68,24.28,70.76,1624.0,1461.21,192.0,81.0,218.0
7,5.87,14.5,62.92,487.0,1155.71,103.0,87.0,274.0
7,6.08,18.58,76.57,466.0,832.98,117.0,66.0,295.0
7,6.75,21.68,74.3,1863.0,966.67,147.0,64.0,261.0
7,6.82,16.22,76.12,1866.0,1075.64,128.0,40.0,200.0
7,6.63,16.92,67.65,1523.0,1326.83,138.0,52.0,299.0
7,6.15,27.27,66.69,1233.0,1204.71,100.0,87.0,160.0
7,5.65,21.96,78.63,1625.0,915.91,177.0,63.0,218.0
7,6.9,23.4,71.18,1606.0,1415.54,132.0,44.0,232.0
7,6.9,21.97,67.96,829.0,1260.03,132.0,64.0,195.0
7,6.76,21.91,69.66,1880.0,1242.3,168.0,54.0,280.0
7,6.97,14.58,63.16,837.0,872.2,121.0,65.0,186.0
7,6.52,22.89,70.54,666.0,1276.81,157.0,73.0,260.0
7,5.63,27.45,69.49,1024.0,1320.15,162.0,49.0,220.0
7,6.63,14.99,62.58,523.0,1133.65,115.0,79.0,190.0
7,6.62,24.83,64.75,1333.0,1229.67,104.0,52.0,217.0
7,6.15,27.87,76.79,228.0,927.52,162.0,63.0,289.0
7,6.36,15.4,69.91,661.0,1107.74,182.0,60.0,259.0
7,6.73,24.02,75.08,561.0,1437.28,142.0,48.0,262.0
7,5.94,24.92,62.39,790.0,880.97,110.0,70.0,218.0
7,5.94,14.34,67.8,788.0,1408.71,101.0,88.0,173.0
7,5.89,21.36,64.31,1997.0,989.72,164.0,75.0,277.0
7,6.36,14.59,72.81,828.0,1170.62,100.0,84.0,257.0
7,6.21,15.46,62.64,1842.0,1378.5,100.0,53.0,245.0
7,6.77,26.41,70.54,1666.0,1060.31,114.0,89.0,152.0
7,6.72,21.18,62.45,590.0,1289.74,172.0,37.0,208.0
7,6.61,20.89,65.51,1409.0,844.47,181.0,48.0,220.0
7,6.7,15.21,69.47,431.0,1107.37,141.0,53.0,289.0
7,6.55,22.36,79.63,861.0,1295.22,166.0,72.0,297.0
7,6.25,26.76,73.81,1059.0,1477.27,141.0,47.0,176.0
7,5.75,15.66,77.06,1379.0,943.76,170.0,39.0,232.0
7,6.17,18.39,69.57,1373.0,1284.79,177.0,43.0,205.0
7,6.23,21.86,60.04,447.0,1129.81,184.0,68.0,158.0
7,6.46,19.69,60.96,387.0,981.96,200.0,78.0,283.0
7,6.71,26.85,73.47,474.0,825.49,172.0,49.0,168.0
7,5.97,23.89,64.46,1788.0,1032.17,109.0,36.0,234.0
7,6.58,20.32,73.65,343.0,1027.16,186.0,56.0,194.0
7,6.34,19.85,78.03,657.0,818.74,125.0,81.0,191.0
7,5.9,23.59,77.82,1264.0,1218.24,151.0,85.0,241.0
7,6.65,20.5,65.34,1948.0,984.33,153.0,79.0,225.0
7,6.93,23.72,62.05,760.0,1420.29,179.0,66.0,238.0
7,5.8,27.97,60.71,799.0,1320.6,104.0,34.0,163.0
7,5.64,19.2,65.81,1647.0,976.25,107.0,74.0,231.0
7,6.81,27.96,70.81,767.0,1429.66,186.0,75.0,216.0
7,6.66,21.45,64.34,1072.0,1480.62,126.0,76.0,177.0
7,6.35,25.14,65.21,388.0,1440.4,179.0,46.0,251.0
7,5.63,21.69,60.37,1275.0,1160.77,114.0,35.0,286.0
7,6.28,24.5,63.14,579.0,1263.06,169.0,87.0,190.0
7,6.13,19.01,79.74,258.0,901.28,142.0,41.0,236.0
7,5.75,22.83,79.56,1833.0,1222.19,191.0,73.0,176.0
7,5.62,17.43,64.46,1818.0,1366.0,107.0,83.0,224.0
7,5.94,25.2,76.91,1944.0,1067.87,183.0,41.0,188.0
7,6.48,20.44,72.73,1868.0,1486.93,153.0,52.0,203.0
7,5.73,26.29,66.45,1264.0,928.98,169.0,70.0,174.0
7,5.63,25.14,77.86,1169.0,1103.85,162.0,88.0,284.0
7,6.91,21.43,65.89,233.0,1170.91,173.0,69.0,290.0
7,6.93,18.44,61.0,1427.0,1009.19,160.0,81.0,213.0
7,6.11,26.38,73.38,1676.0,1373.42,172.0,30.0,171.0
8,6.24,19.16,43.58,1456.0,680.88,238.0,54.0,181.0
8,6.05,24.59,68.0,122.0,770.44,152.0,42.0,227.0
8,6.6,23.06,56.78,1295.0,801.36,212.0,85.0,246.0
8,6.43,24.58,43.38,223.0,685.5,131.0,46.0,191.0
8,6.04,16.05,67.62,320.0,735.58,220.0,54.0,208.0
8,6.08,16.09,61.92,606.0,846.4,128.0,35.0,166.0
8,7.2,15.24,69.33,179.0,1454.77,240.0,131.0,299.0
8,6.63,19.07,52.94,1047.0,1437.74,247.0,115.0,272.0
8,6.84,15.31,64.32,413.0,1395.01,213.0,119.0,269.0
8,6.22,15.76,55.21,374.0,1569.27,180.0,57.0,289.0
8,6.23,27.01,64.67,1478.0,627.31,120.0,126.0,170.0
8,6.74,19.39,53.94,1327.0,1310.88,128.0,77.0,275.0
8,7.02,16.85,63.96,1676.0,1224.58,221.0,42.0,231.0
8,6.51,19.0,49.36,1466.0,1078.69,231.0,117.0,155.0
8,6.87,28.23,54.32,610.0,648.93,127.0,133.0,292.0
8,6.65,24.71,65.89,1688.0,1461.93,209.0,76.0,194.0
8,6.37,20.53,43.07,1435.0,1058.26,168.0,117.0,277.0
8,7.18,29.94,54.27,995.0,665.6,223.0,125.0,243.0
8,6.55,27.77,41.81,199.0,1178.42,153.0,136.0,165.0
8,7.39,15.06,42.09,1343.0,627.41,144.0,105.0,226.0
8,6.1,27.81,51.96,1214.0,862.59,131.0,107.0,285.0
8,6.07,20.95,51.97,356.0,1539.44,135.0,46.0,194.0
8,6.29,22.96,56.35,224.0,1501.15,125.0,124.0,248.0
8,6.01,22.45,44.81,631.0,622.3,150.0,123.0,256.0
8,6.81,23.02,51.71,1016.0,1553.61,179.0,94.0,242.0
8,6.87,15.63,55.35,728.0,867.79,170.0,44.0,231.0
8,7.22,24.9,40.52,861.0,1580.77,134.0,47.0,170.0
8,6.59,18.81,62.31,1207.0,623.52,234.0,33.0,183.0
8,6.92,22.38,63.8,906.0,633.87,173.0,94.0,265.0
8,7.31,19.57,51.41,110.0,1361.56,205.0,129.0,228.0
8,6.76,19.0,46.22,1086.0,728.86,131.0,44.0,261.0
8,7.44,15.89,44.15,1181.0,980.16,160.0,121.0,260.0
8,6.84,21.03,63.87,850.0,1546.19,158.0,86.0,277.0
8,7.1,25.47,44.42,878.0,821.54,196.0,69.0,207.0
8,7.06,23.63,63.54,337.0,1388.21,106.0,103.0,161.0
8,7.13,17.59,65.63,284.0,706.1,241.0,38.0,163.0
8,7.48,16.66,61.76,1371.0,820.42,130.0,131.0,177.0
8,7.09,15.22,48.38,466.0,1471.1,206.0,133.0,218.0
8,6.95,24.87,49.74,1691.0,1251.2,131.0,33.0,288.0
8,7.09,28.2,44.17,371.0,1014.27,156.0,108.0,260.0
8,6.41,21.12,45.8,613.0,602.46,229.0,35.0,158.0
8,7.0,28.91,63.44,1747.0,1521.79,184.0,67.0,216.0
8,7.46,21.16,55.39,752.0,1517.75,101.0,61.0,235.0
8,6.75,20.58,58.25,1085.0,1334.39,187.0,133.0,232.0
8,7.32,22.82,44.19,883.0,1168.85,238.0,72.0,163.0
8,7.37,22.26,69.75,393.0,1145.04,158.0,138.0,298.0
8,7.12,15.63,67.08,1119.0,771.18,247.0,84.0,250.0
8,6.27,19.7,54.79,1508.0,867.43,250.0,105.0,280.0
8,7.23,19.1,49.89,1203.0,907.31,161.0,74.0,189.0
8,7.13,18.28,59.0,1794.0,939.79,227.0,69.0,207.0
8,6.6,19.7,58.61,1517.0,799.59,118.0,52.0,236.0
8,6.18,22.53,43.8,1573.0,1050.48,248.0,45.0,175.0
8,6.31,20.22,44.7,1137.0,603.49,239.0,100.0,182.0
8,7.01,24.39,53.12,966.0,1416.46,134.0,118.0,201.0
8,6.76,21.84,40.32,793.0,1363.56,235.0,128.0,273.0
8,6.89,15.59,52.61,1390.0,1050.9,197.0,76.0,207.0
8,7.28,25.33,46.61,986.0,733.7,169.0,131.0,272.0
8,7.4,26.89,56.32,439.0,994.8,132.0,108.0,189.0
8,6.0,22.65,67.16,1430.0,734.69,170.0,58.0,293.0
8,7.15,23.84,67.98,1771.0,1351.75,190.0,52.0,183.0
8,6.67,25.78,51.25,1714.0,852.29,116.0,31.0,204.0
8,6.79,20.22,55.31,586.0,812.34,121.0,117.0,250.0
8,6.63,26.4,62.6,845.0,1521.63,117.0,52.0,246.0
8,6.68,26.38,47.89,1269.0,887.66,112.0,52.0,289.0
8,7.48,15.26,67.35,463.0,1558.58,224.0,48.0,188.0
8,7.22,18.76,46.16,655.0,1305.4,122.0,32.0,296.0
8,6.58,23.4,46.33,993.0,694.34,170.0,48.0,234.0
8,6.05,30.0,56.89,805.0,1302.12,117.0,47.0,269.0
8,7.47,18.27,68.48,1080.0,600.85,130.0,140.0,224.0
8,6.35,27.6,58.6,1205.0,1275.72,128.0,103.0,195.0
8,7.39,25.97,62.04,337.0,711.0,152.0,66.0,280.0
8,7.02,16.33,65.19,574.0,1305.15,121.0,47.0,198.0
8,6.99,29.77,66.82,608.0,967.94,190.0,56.0,208.0
8,7.06,15.06,55.28,761.0,1099.56,151.0,70.0,205.0
8,6.58,22.06,42.96,1369.0,1325.67,247.0,80.0,233.0
8,6.05,21.91,58.28,1225.0,808.03,141.0,127.0,205.0
8,7.46,23.54,41.57,1386.0,1344.03,164.0,87.0,292.0
8,6.18,25.25,57.3,1618.0,1040.08,200.0,100.0,221.0
8,6.15,27.31,52.86,1155.0,1080.05,135.0,128.0,201.0
8,6.9,16.09,42.53,1512.0,774.12,212.0,133.0,244.0
8,6.7,15.39,59.72,985.0,966.54,226.0,77.0,205.0
8,6.99,21.58,45.73,342.0,1302.96,237.0,36.0,238.0
8,6.9,20.53,62.76,1537.0,766.88,168.0,82.0,242.0
8,6.51,16.33,41.98,854.0,754.27,128.0,69.0,299.0
8,6.57,17.25,54.95,488.0,1021.21,106.0,38.0,287.0
8,7.49,27.17,41.95,321.0,1393.53,218.0,54.0,170.0
8,6.21,28.21,43.83,1441.0,1368.65,166.0,121.0,248.0
8,6.79,23.11,43.26,809.0,1185.42,196.0,135.0,181.0
8,6.33,21.83,47.11,226.0,1191.1,151.0,60.0,173.0
8,6.4,28.42,54.08,588.0,805.53,118.0,52.0,234.0
8,6.76,29.56,49.0,915.0,1354.0,108.0,111.0,251.0
8,6.28,23.14,67.05,1246.0,899.86,240.0,84.0,250.0
8,7.01,25.22,50.41,353.0,1448.42,101.0,81.0,185.0
8,7.3,18.1,51.34,734.0,709.91,130.0,71.0,201.0
8,6.19,26.8,63.43,228.0,873.85,178.0,110.0,245.0
8,6.24,20.44,54.55,1502.0,1128.15,125.0,101.0,212.0
8,6.37,21.06,68.71,647.0,1575.62,211.0,104.0,229.0
8,7.36,28.8,64.59,996.0,1146.93,231.0,120.0,212.0
8,6.9,24.9,45.1,1460.0,1252.59,205.0,74.0,229.0
8,7.11,20.14,60.41,200.0,1358.37,173.0,55.0,295.0
8,7.43,18.36,68.07,533.0,1503.42,182.0,122.0,202.0
8,7.01,20.57,45.47,892.0,1151.35,152.0,101.0,260.0
8,6.18,29.08,49.3,208.0,687.57,186.0,119.0,252.0
8,6.06,28.9,53.45,1153.0,1226.45,193.0,84.0,214.0
8,7.0,27.09,64.33,1692.0,1595.67,169.0,40.0,298.0
8,7.32,26.5,53.34,706.0,1361.18,112.0,40.0,189.0
8,7.01,28.03,53.41,1319.0,1494.19,166.0,99.0,183.0
8,6.44,29.27,59.22,738.0,1239.02,191.0,120.0,251.0
8,7.28,15.5,50.17,705.0,1239.3,245.0,86.0,185.0
8,6.29,23.73,54.68,1051.0,899.73,109.0,73.0,178.0
8,6.86,28.38,43.9,531.0,870.89,237.0,94.0,240.0
8,6.67,21.92,54.84,1387.0,1029.77,178.0,132.0,182.0
8,6.32,26.56,51.47,450.0,1094.06,217.0,139.0,151.0
8,6.66,19.23,64.86,780.0,1401.14,159.0,72.0,285.0
8,6.3,16.56,57.73,1018.0,815.46,170.0,34.0,164.0
8,6.79,23.32,51.41,1549.0,949.03,197.0,86.0,287.0
8,6.03,29.3,69.23,1424.0,1340.12,216.0,30.0,288.0
8,7.06,21.79,47.48,374.0,657.11,224.0,83.0,246.0
8,6.67,15.8,57.57,693.0,1498.34,202.0,35.0,207.0
8,7.37,23.56,68.5,300.0,898.18,202.0,124.0,259.0
8,7.36,24.82,48.43,1654.0,900.66,214.0,101.0,238.0
8,6.34,23.15,47.77,487.0,1490.19,202.0,131.0,168.0
8,6.98,25.38,67.2,1476.0,679.33,187.0,96.0,258.0
8,6.36,15.09,62.84,540.0,1167.87,172.0,79.0,150.0
8,6.19,23.52,43.43,665.0,1080.85,237.0,51.0,293.0
8,7.21,25.98,43.07,1676.0,1218.03,131.0,45.0,165.0
8,6.62,17.9,49.61,1418.0,1262.99,241.0,132.0,274.0
8,6.3,23.92,56.4,1623.0,1503.92,147.0,119.0,151.0
8,6.75,26.13,52.56,1459.0,1071.42,121.0,84.0,217.0
8,7.48,18.61,49.46,488.0,1466.85,242.0,43.0,259.0
8,7.02,24.81,59.55,1537.0,726.79,202.0,101.0,274.0
8,7.32,25.95,48.37,567.0,851.05,170.0,81.0,188.0
8,7.14,24.35,65.84,1751.0,1399.78,113.0,38.0,230.0
8,6.53,18.76,58.78,552.0,1169.31,107.0,73.0,283.0
8,6.79,21.95,50.69,1124.0,1311.56,111.0,97.0,151.0
8,6.03,17.25,44.71,1502.0,1196.71,193.0,44.0,162.0
8,6.43,22.87,40.28,1634.0,1129.5,240.0,110.0,265.0
8,7.3,28.27,52.55,1159.0,1578.56,102.0,129.0,213.0
8,6.81,26.91,60.57,679.0,952.41,248.0,63.0,239.0
8,6.03,16.47,64.17,377.0,1179.31,102.0,38.0,212.0
8,6.33,27.0,59.97,447.0,1337.87,198.0,102.0,202.0
8,6.62,21.0,64.4,830.0,1571.96,154.0,73.0,270.0
8,7.13,25.22,63.36,484.0,647.72,163.0,68.0,177.0
8,6.97,19.75,68.83,1152.0,800.25,143.0,118.0,245.0
8,6.43,25.99,44.02,1437.0,808.98,178.0,63.0,255.0
8,7.34,15.76,51.36,1646.0,1422.25,153.0,113.0,170.0
8,6.95,26.27,67.77,1261.0,1001.29,161.0,120.0,299.0
8,6.59,20.08,46.87,1149.0,644.53,113.0,127.0,198.0
8,6.12,20.0,48.25,495.0,1100.04,106.0,66.0,253.0
8,6.27,22.28,57.45,960.0,1078.4,220.0,72.0,277.0
8,6.9,16.14,68.42,450.0,1072.96,131.0,59.0,251.0
8,7.5,29.63,64.63,1074.0,766.51,222.0,109.0,260.0
8,6.92,21.15,69.36,327.0,1529.56,181.0,33.0,187.0
8,7.37,25.78,60.26,1258.0,1375.39,187.0,123.0,184.0
8,6.5,21.78,59.4,1340.0,677.29,218.0,73.0,190.0
8,6.14,28.35,64.79,1236.0,775.5,127.0,57.0,213.0
8,6.01,20.07,53.66,1469.0,1454.33,184.0,132.0,252.0
8,7.1,22.4,42.63,1587.0,1336.87,150.0,118.0,275.0
8,7.09,22.58,59.64,1043.0,1588.24,232.0,99.0,192.0
8,6.72,28.45,59.43,443.0,671.8,248.0,56.0,195.0
8,7.18,18.55,63.47,358.0,830.27,182.0,49.0,196.0
8,6.95,15.03,59.52,1742.0,1273.06,147.0,57.0,284.0
8,7.45,23.04,43.89,1397.0,732.5,246.0,54.0,214.0
8,6.36,29.68,60.91,739.0,974.88,156.0,71.0,229.0
8,7.05,24.43,63.3,922.0,1594.73,171.0,62.0,244.0
8,7.27,18.62,59.0,1110.0,1569.05,247.0,59.0,284.0
8,6.11,29.73,54.67,358.0,1435.26,225.0,123.0,179.0
8,6.53,22.6,66.27,1636.0,1506.34,109.0,31.0,162.0
8,6.44,24.68,65.9,909.0,1591.65,188.0,117.0,198.0
8,6.23,19.67,58.95,645.0,871.13,178.0,90.0,199.0
8,6.84,25.29,46.12,1279.0,1141.09,117.0,71.0,298.0
8,6.53,26.04,64.08,918.0,1097.43,124.0,46.0,290.0
8,6.09,23.25,55.62,878.0,747.48,181.0,134.0,170.0
8,7.44,18.15,63.3,1073.0,1326.53,117.0,95.0,257.0
8,6.43,19.97,60.5,1239.0,1063.11,217.0,134.0,243.0
8,6.73,22.65,56.98,1645.0,1035.63,150.0,63.0,186.0
8,7.46,15.53,48.03,802.0,826.0,221.0,96.0,216.0
8,6.47,17.82,62.64,1037.0,689.59,183.0,85.0,227.0
8,6.5,24.64,62.13,966.0,988.55,236.0,73.0,246.0
8,6.42,25.78,66.02,1394.0,1556.29,192.0,89.0,266.0
8,6.47,27.28,41.17,643.0,828.9,142.0,93.0,193.0
8,7.08,18.59,63.77,666.0,1459.59,191.0,130.0,227.0
8,6.79,25.14,66.02,850.0,1398.24,200.0,51.0,238.0
8,6.67,17.71,55.45,103.0,1064.94,185.0,49.0,243.0
8,7.26,28.5,64.96,578.0,825.91,230.0,82.0,208.0
8,6.54,22.38,67.93,1376.0,1290.62,227.0,129.0,263.0
8,6.54,18.22,56.48,233.0,660.32,150.0,34.0,290.0
8,6.05,26.26,44.4,714.0,1454.45,144.0,65.0,295.0
8,7.0,29.45,52.45,1051.0,619.71,127.0,88.0,220.0
8,7.47,15.75,47.72,675.0,887.76,104.0,86.0,232.0
8,6.69,29.14,67.95,1210.0,974.33,185.0,106.0,153.0
8,6.6,27.36,55.21,1198.0,695.44,208.0,65.0,278.0
8,6.75,21.04,68.35,1632.0,654.39,105.0,33.0,245.0
8,6.05,17.01,61.71,597.0,1561.46,159.0,78.0,180.0
8,7.33,24.93,47.23,1568.0,805.93,180.0,91.0,150.0
8,7.18,27.76,53.55,534.0,1428.55,203.0,88.0,206.0
8,7.0,15.61,57.9,305.0,1527.96,127.0,48.0,210.0
8,7.47,18.5,60.34,294.0,1169.52,133.0,67.0,215.0
8,6.34,19.62,46.79,598.0,824.74,177.0,104.0,172.0
8,7.25,17.65,51.05,755.0,931.58,124.0,108.0,268.0
9,6.57,18.59,50.05,747.0,1128.11,145.0,30.0,129.0
9,6.22,22.93,53.52,935.0,1111.82,146.0,50.0,135.0
9,6.32,24.1,63.94,663.0,1094.19,113.0,55.0,243.0
9,6.47,24.89,79.04,403.0,1451.56,129.0,42.0,117.0
9,6.83,28.65,70.42,846.0,1538.11,115.0,58.0,171.0
9,6.79,19.14,68.43,908.0,1979.11,139.0,29.0,186.0
9,6.77,27.1,62.64,461.0,1675.44,127.0,63.0,205.0
9,6.86,28.15,62.17,844.0,1308.0,127.0,63.0,159.0
9,6.99,27.06,71.99,839.0,1541.72,145.0,74.0,226.0
9,6.41,27.66,76.26,517.0,1206.83,100.0,39.0,247.0
9,6.35,22.34,70.6,438.0,1862.48,129.0,60.0,202.0
9,6.36,18.86,63.06,548.0,1473.14,139.0,41.0,183.0
9,6.37,21.7,75.12,438.0,1187.0,143.0,36.0,227.0
9,6.36,29.74,52.96,176.0,1584.91,136.0,35.0,244.0
9,6.88,20.82,70.28,778.0,1301.31,101.0,54.0,245.0
9,6.01,24.33,54.62,579.0,1347.37,114.0,60.0,131.0
9,6.94,25.01,67.79,209.0,1789.33,118.0,33.0,214.0
9,6.86,29.11,54.34,890.0,1936.65,119.0,60.0,215.0
9,6.86,29.62,56.57,497.0,1638.21,134.0,48.0,241.0
9,6.82,18.65,55.61,846.0,1596.57,142.0,38.0,249.0
9,6.44,26.43,79.51,915.0,1995.44,102.0,21.0,205.0
9,6.73,29.78,66.42,994.0,1391.73,124.0,36.0,156.0
9,6.62,23.32,62.03,355.0,1574.99,110.0,51.0,149.0
9,6.87,25.53,50.34,151.0,1920.22,144.0,20.0,235.0
9,6.42,29.44,57.78,832.0,1927.72,101.0,60.0,141.0
9,6.75,20.0,67.23,512.0,1080.2,142.0,22.0,108.0
9,6.04,27.81,78.51,857.0,1092.68,139.0,54.0,232.0
9,6.63,22.57,62.36,319.0,1155.56,137.0,33.0,235.0
9,6.34,19.92,70.42,315.0,1631.6,134.0,64.0,151.0
9,6.85,18.14,50.81,925.0,1120.14,108.0,37.0,195.0
9,6.43,22.86,60.91,1071.0,1783.57,105.0,64.0,200.0
9,6.62,21.48,62.2,700.0,1145.13,127.0,35.0,101.0
9,6.29,22.67,62.76,1041.0,1046.18,131.0,55.0,245.0
9,6.58,27.13,63.02,727.0,1774.53,110.0,23.0,226.0
9,6.3,26.6,72.48,697.0,1414.88,107.0,72.0,231.0
9,6.48,25.13,78.44,258.0,1833.42,143.0,30.0,249.0
9,6.05,23.88,60.59,768.0,1477.21,143.0,51.0,172.0
9,6.33,18.25,69.19,748.0,1251.47,113.0,38.0,235.0
9,6.15,28.69,56.37,1039.0,1432.55,117.0,53.0,220.0
9,6.44,23.91,56.44,421.0,1468.21,136.0,39.0,244.0
9,6.59,28.35,75.51,566.0,1612.36,124.0,27.0,183.0
9,6.38,19.3,64.14,139.0,1796.23,130.0,26.0,138.0
9,6.96,23.38,66.39,453.0,1745.43,147.0,52.0,116.0
