ph,temperature,humidity,altitude,rainfall,N,P,K,label
6.07,26.44,45.48,837.0,1498.69,85.0,25.0,153.0,Chayote
6.74,26.9,72.63,1364.0,1055.9,86.0,32.0,189.0,Chayote
6.63,24.16,48.41,934.0,1031.23,103.0,30.0,133.0,Chayote
6.73,28.4,67.53,932.0,1193.19,88.0,37.0,120.0,Chayote
6.32,20.65,75.09,1041.0,1353.13,92.0,20.0,189.0,Chayote
5.82,23.66,42.27,1080.0,1181.07,133.0,22.0,109.0,Chayote
5.6,29.34,75.24,1349.0,1133.18,103.0,23.0,127.0,Chayote
6.49,26.89,53.31,873.0,1478.79,143.0,30.0,196.0,Chayote
6.68,28.03,40.51,1184.0,1313.6,147.0,29.0,119.0,Chayote
6.23,29.07,79.33,1080.0,1296.12,150.0,28.0,135.0,Chayote
6.23,20.64,46.15,1066.0,1340.63,81.0,24.0,138.0,Chayote
6.77,20.63,55.79,909.0,1482.2,110.0,23.0,122.0,Chayote
6.73,28.63,52.69,807.0,1435.29,119.0,30.0,176.0,Chayote
5.55,24.92,55.36,826.0,1487.98,128.0,25.0,125.0,Chayote
6.51,29.99,62.33,1106.0,1039.42,108.0,28.0,94.0,Chayote
6.51,27.53,70.11,1004.0,1324.81,88.0,33.0,84.0,Chayote
6.38,29.22,60.95,1342.0,1441.07,103.0,25.0,122.0,Chayote
5.66,20.93,47.8,1389.0,1277.27,128.0,32.0,167.0,Chayote
6.11,27.04,42.8,1272.0,1452.63,116.0,22.0,107.0,Chayote
6.17,28.66,59.96,970.0,1348.39,90.0,28.0,189.0,Chayote
6.86,24.72,74.39,1057.0,1392.65,82.0,24.0,98.0,Chayote
5.95,28.85,64.93,998.0,1272.13,139.0,28.0,96.0,Chayote
5.92,24.45,50.91,914.0,1061.5,136.0,20.0,125.0,Chayote
5.85,27.05,49.11,1376.0,1369.28,149.0,31.0,141.0,Chayote
6.89,22.2,73.7,870.0,1426.97,116.0,25.0,183.0,Chayote
6.08,24.15,65.15,1282.0,1451.31,121.0,35.0,195.0,Chayote
6.86,21.11,40.23,950.0,1118.0,104.0,26.0,167.0,Chayote
6.0,23.37,77.71,1177.0,1274.43,147.0,20.0,120.0,Chayote
5.74,29.13,42.84,1184.0,1100.98,126.0,35.0,189.0,Chayote
5.51,29.5,77.25,880.0,1265.25,95.0,29.0,164.0,Chayote
5.63,20.37,47.37,997.0,1003.41,125.0,37.0,107.0,Chayote
6.42,21.0,58.61,1237.0,1413.37,144.0,26.0,186.0,Chayote
6.81,20.02,41.2,1357.0,1177.15,146.0,28.0,162.0,Chayote
6.62,24.86,73.33,1164.0,1268.6,121.0,27.0,120.0,Chayote
6.91,29.56,58.43,1187.0,1297.18,121.0,26.0,185.0,Chayote
6.38,28.42,50.77,1182.0,1189.46,143.0,22.0,120.0,Chayote
5.9,28.71,77.72,851.0,1063.55,150.0,22.0,166.0,Chayote
6.07,27.6,57.56,1396.0,1215.14,133.0,34.0,177.0,Chayote
6.92,22.64,62.53,906.0,1401.67,147.0,32.0,96.0,Chayote
6.6,26.46,65.42,826.0,1097.36,93.0,34.0,174.0,Chayote
5.88,20.55,53.55,1323.0,1026.34,133.0,37.0,114.0,Chayote
5.6,26.45,60.15,855.0,1472.15,128.0,24.0,172.0,Chayote
5.88,23.97,67.15,982.0,1490.23,140.0,32.0,99.0,Chayote
5.86,26.46,57.77,1266.0,1078.13,145.0,35.0,109.0,Chayote
5.79,22.18,51.2,1386.0,1156.72,117.0,34.0,194.0,Chayote
6.52,26.8,70.77,990.0,1341.15,92.0,34.0,105.0,Chayote
6.6,25.64,49.76,879.0,1074.12,117.0,37.0,130.0,Chayote
6.47,22.15,62.84,919.0,1180.88,92.0,24.0,167.0,Chayote
6.45,26.11,78.43,1060.0,1206.42,120.0,31.0,105.0,Chayote
6.84,20.21,51.59,951.0,1293.67,115.0,21.0,178.0,Chayote
6.49,22.52,79.31,978.0,1397.46,142.0,34.0,176.0,Chayote
6.79,23.34,55.71,1041.0,1311.17,98.0,21.0,100.0,Chayote
5.72,21.53,72.46,812.0,1429.0,107.0,37.0,170.0,Chayote
6.53,28.67,59.45,1366.0,1461.31,105.0,33.0,161.0,Chayote
6.44,24.74,79.44,1315.0,1244.98,104.0,20.0,115.0,Chayote
6.77,21.7,59.21,1156.0,1029.64,136.0,30.0,188.0,Chayote
5.66,23.9,44.24,879.0,1114.95,121.0,31.0,112.0,Chayote
6.25,25.62,64.4,1379.0,1113.78,124.0,30.0,167.0,Chayote
6.84,27.42,58.28,1359.0,1016.01,93.0,26.0,170.0,Chayote
6.47,28.34,47.37,985.0,1318.18,98.0,40.0,130.0,Chayote
5.91,26.93,74.29,1218.0,1367.59,116.0,26.0,100.0,Chayote
6.35,24.26,49.85,1111.0,1288.3,130.0,38.0,108.0,Chayote
5.63,24.11,57.75,1055.0,1017.97,143.0,37.0,132.0,Chayote
6.89,25.81,63.98,1063.0,1058.06,96.0,20.0,186.0,Chayote
5.95,29.66,72.62,1383.0,1311.98,131.0,35.0,195.0,Chayote
6.34,21.9,73.96,1326.0,1378.13,104.0,24.0,143.0,Chayote
6.11,26.02,62.49,1031.0,1172.47,141.0,37.0,176.0,Chayote
5.68,24.95,58.43,983.0,1343.36,130.0,34.0,131.0,Chayote
5.99,29.48,71.29,1124.0,1151.17,117.0,28.0,117.0,Chayote
6.87,24.67,40.92,1250.0,1102.1,144.0,29.0,112.0,Chayote
5.87,22.45,72.09,1143.0,1257.69,104.0,39.0,155.0,Chayote
6.71,23.34,77.55,1339.0,1324.66,120.0,20.0,106.0,Chayote
6.89,28.82,67.69,1346.0,1268.02,85.0,35.0,93.0,Chayote
6.74,23.54,49.79,1200.0,1072.58,120.0,31.0,137.0,Chayote
6.65,16.15,57.01,1330.0,1011.65,30.0,37.0,1033.0,Chestnut
6.28,19.06,68.66,255.0,1135.54,58.0,32.0,801.0,Chestnut
5.67,16.77,63.17,294.0,724.63,111.0,24.0,867.0,Chestnut
6.95,13.64,58.44,297.0,815.78,101.0,24.0,163.0,Chestnut
6.1,19.93,54.69,75.0,994.08,41.0,20.0,421.0,Chestnut
6.74,17.32,55.21,225.0,613.92,53.0,26.0,780.0,Chestnut
7.15,24.85,40.08,587.0,932.1,32.0,27.0,940.0,Chestnut
6.62,19.4,48.35,708.0,967.13,114.0,36.0,1144.0,Chestnut
5.98,15.14,62.19,1379.0,676.04,115.0,26.0,460.0,Chestnut
6.05,21.95,51.05,233.0,887.95,61.0,24.0,914.0,Chestnut
5.73,14.45,40.83,266.0,728.44,43.0,32.0,217.0,Chestnut
6.71,12.22,56.76,390.0,1073.27,111.0,26.0,1086.0,Chestnut
6.98,24.7,51.94,98.0,1100.38,112.0,27.0,379.0,Chestnut
6.81,15.95,67.04,241.0,794.68,68.0,31.0,555.0,Chestnut
5.76,24.67,56.06,687.0,1043.89,74.0,40.0,279.0,Chestnut
5.6,10.34,63.47,962.0,864.01,110.0,27.0,197.0,Chestnut
6.09,24.84,59.17,604.0,996.07,48.0,32.0,397.0,Chestnut
6.15,24.14,44.91,208.0,602.8,102.0,30.0,159.0,Chestnut
6.4,19.2,66.61,1371.0,1011.73,56.0,32.0,780.0,Chestnut
5.92,16.51,52.14,106.0,637.45,100.0,39.0,221.0,Chestnut
5.57,14.5,52.27,1006.0,1082.87,97.0,24.0,518.0,Chestnut
7.34,16.62,66.94,476.0,838.0,62.0,23.0,483.0,Chestnut
6.73,24.06,49.02,1037.0,674.14,74.0,36.0,1068.0,Chestnut
6.84,12.49,43.47,268.0,1068.96,30.0,37.0,227.0,Chestnut
6.12,24.04,55.87,1166.0,1002.05,97.0,37.0,214.0,Chestnut
7.11,18.49,47.43,554.0,777.38,45.0,31.0,473.0,Chestnut
6.96,14.17,40.06,124.0,1184.14,54.0,38.0,496.0,Chestnut
7.01,23.18,62.5,1449.0,665.86,113.0,21.0,1142.0,Chestnut
6.62,14.17,45.25,115.0,690.63,72.0,24.0,401.0,Chestnut
6.34,13.29,40.67,1040.0,713.03,62.0,27.0,498.0,Chestnut
6.83,11.88,59.8,1373.0,963.94,115.0,26.0,979.0,Chestnut
5.85,24.86,57.58,564.0,937.56,109.0,26.0,908.0,Chestnut
6.01,18.38,41.37,813.0,842.92,84.0,24.0,326.0,Chestnut
6.74,22.96,48.02,821.0,695.18,113.0,21.0,913.0,Chestnut
5.83,24.25,48.9,164.0,973.69,66.0,25.0,212.0,Chestnut
5.81,17.54,65.22,732.0,1194.58,101.0,40.0,207.0,Chestnut
6.24,23.93,44.1,1370.0,1167.51,90.0,24.0,339.0,Chestnut
7.16,18.6,55.92,260.0,728.27,82.0,27.0,863.0,Chestnut
6.21,16.12,68.15,243.0,840.16,37.0,29.0,697.0,Chestnut
5.51,12.85,44.95,72.0,751.26,63.0,38.0,940.0,Chestnut
6.5,10.47,56.06,1379.0,1049.85,118.0,20.0,1033.0,Chestnut
6.62,23.18,44.17,644.0,676.24,54.0,22.0,462.0,Chestnut
6.6,21.12,66.23,1087.0,1126.79,62.0,35.0,634.0,Chestnut
5.59,14.61,60.15,77.0,936.21,120.0,24.0,528.0,Chestnut
7.2,21.1,55.41,1311.0,752.0,89.0,21.0,960.0,Chestnut
5.99,17.76,41.52,66.0,1116.47,45.0,23.0,755.0,Chestnut
6.28,11.34,58.77,290.0,794.44,67.0,22.0,984.0,Chestnut
6.6,22.28,59.3,1227.0,737.05,98.0,33.0,1161.0,Chestnut
5.53,19.51,63.09,1053.0,868.36,90.0,29.0,183.0,Chestnut
7.18,12.46,65.44,1155.0,1089.07,97.0,25.0,1155.0,Chestnut
5.69,15.86,48.19,364.0,701.49,86.0,34.0,458.0,Chestnut
5.99,14.81,52.27,716.0,1115.55,115.0,31.0,1178.0,Chestnut
6.01,20.87,53.41,1330.0,904.64,116.0,27.0,680.0,Chestnut
7.25,17.22,62.36,1251.0,687.14,115.0,40.0,1179.0,Chestnut
5.51,23.85,64.95,203.0,725.52,91.0,25.0,1050.0,Chestnut
6.32,15.12,59.44,482.0,742.83,66.0,33.0,377.0,Chestnut
6.99,23.9,59.99,146.0,682.0,31.0,26.0,344.0,Chestnut
7.29,23.38,67.54,891.0,628.55,44.0,28.0,809.0,Chestnut
7.25,24.29,58.12,1017.0,686.2,76.0,39.0,634.0,Chestnut
6.53,21.42,66.79,556.0,604.49,100.0,26.0,327.0,Chestnut
7.37,21.43,68.81,1351.0,939.04,119.0,26.0,795.0,Chestnut
5.84,23.7,49.96,641.0,845.29,35.0,36.0,871.0,Chestnut
6.71,13.56,48.73,346.0,928.38,88.0,38.0,1165.0,Chestnut
7.06,20.36,45.82,626.0,1019.59,84.0,22.0,326.0,Chestnut
7.26,18.33,66.34,348.0,811.06,84.0,37.0,889.0,Chestnut
5.95,11.6,62.37,305.0,852.84,53.0,36.0,984.0,Chestnut
5.8,11.85,66.32,63.0,863.73,86.0,27.0,821.0,Chestnut
5.76,21.95,61.92,353.0,751.75,119.0,24.0,328.0,Chestnut
5.66,23.15,52.27,593.0,655.67,107.0,37.0,249.0,Chestnut
5.65,12.06,47.13,1327.0,659.76,45.0,31.0,1038.0,Chestnut
6.97,12.24,57.99,573.0,650.29,119.0,21.0,742.0,Chestnut
5.89,20.95,61.03,485.0,643.15,51.0,30.0,887.0,Chestnut
5.86,15.41,67.39,466.0,840.34,47.0,32.0,237.0,Chestnut
7.17,15.99,66.68,980.0,614.86,65.0,20.0,489.0,Chestnut
5.87,12.7,42.69,434.0,869.73,77.0,24.0,1048.0,Chestnut
5.97,10.64,59.5,528.0,837.53,78.0,31.0,173.0,Chestnut
5.83,20.6,59.06,1180.0,935.81,63.0,21.0,839.0,Chestnut
7.13,18.95,41.04,1019.0,751.32,62.0,27.0,502.0,Chestnut
7.49,24.31,67.04,1433.0,619.43,96.0,25.0,476.0,Chestnut
6.24,20.42,47.59,1038.0,998.74,96.0,37.0,568.0,Chestnut
7.05,13.43,53.01,626.0,1191.13,98.0,22.0,555.0,Chestnut
5.55,13.95,64.18,223.0,1052.03,35.0,33.0,958.0,Chestnut
6.26,14.53,61.13,964.0,955.93,109.0,33.0,403.0,Chestnut
7.25,10.64,50.48,552.0,933.83,31.0,30.0,85.0,Chestnut
6.13,21.68,69.27,931.0,954.85,89.0,40.0,714.0,Chestnut
7.42,14.86,58.89,416.0,662.52,90.0,38.0,341.0,Chestnut
7.08,12.9,49.24,128.0,890.79,114.0,39.0,620.0,Chestnut
6.62,24.2,48.31,923.0,1027.59,56.0,29.0,1123.0,Chestnut
5.86,12.27,44.57,1103.0,1131.65,51.0,32.0,1083.0,Chestnut
7.48,10.65,52.7,948.0,1069.62,41.0,31.0,1016.0,Chestnut
6.75,13.25,49.13,1130.0,1157.36,69.0,30.0,213.0,Chestnut
7.24,15.13,45.2,583.0,615.75,63.0,23.0,975.0,Chestnut
6.55,14.96,66.68,1473.0,790.5,105.0,32.0,415.0,Chestnut
6.79,14.75,50.41,1396.0,768.2,42.0,37.0,1065.0,Chestnut
5.59,19.22,66.87,923.0,786.36,42.0,26.0,551.0,Chestnut
5.8,18.82,54.89,1009.0,608.96,59.0,22.0,407.0,Chestnut
6.96,18.33,50.88,465.0,1011.85,94.0,26.0,170.0,Chestnut
7.11,14.87,43.86,1445.0,1048.02,76.0,34.0,411.0,Chestnut
6.31,18.01,57.95,136.0,1114.14,96.0,26.0,729.0,Chestnut
6.96,16.82,50.62,770.0,763.55,108.0,25.0,566.0,Chestnut
6.92,13.41,61.3,387.0,779.49,101.0,37.0,831.0,Chestnut
5.84,12.13,44.88,1089.0,854.67,31.0,31.0,353.0,Chestnut
5.72,10.54,46.04,1074.0,898.3,77.0,34.0,1106.0,Chestnut
6.98,17.17,44.99,680.0,884.14,79.0,37.0,114.0,Chestnut
7.11,10.35,65.88,521.0,1165.87,97.0,24.0,947.0,Chestnut
6.17,18.6,64.74,159.0,1000.65,87.0,36.0,1152.0,Chestnut
5.53,19.1,56.29,882.0,887.61,108.0,32.0,473.0,Chestnut
7.41,17.16,67.01,579.0,908.93,42.0,38.0,263.0,Chestnut
5.88,24.58,64.44,440.0,1033.62,56.0,25.0,951.0,Chestnut
6.59,12.21,49.02,1125.0,612.32,91.0,33.0,813.0,Chestnut
6.55,23.07,55.2,938.0,1004.69,59.0,25.0,956.0,Chestnut
5.51,15.43,54.71,741.0,624.08,99.0,31.0,156.0,Chestnut
7.47,10.55,54.61,521.0,733.38,54.0,25.0,513.0,Chestnut
6.11,20.94,61.65,772.0,1089.97,39.0,27.0,1123.0,Chestnut
6.11,12.68,45.22,504.0,1064.42,37.0,28.0,1003.0,Chestnut
5.5,15.81,53.36,79.0,905.42,47.0,37.0,620.0,Chestnut
6.24,22.66,59.41,543.0,744.39,33.0,31.0,892.0,Chestnut
7.32,15.35,60.2,1003.0,991.68,52.0,30.0,1142.0,Chestnut
6.02,16.79,45.83,815.0,865.95,59.0,33.0,812.0,Chestnut
6.37,22.24,60.12,559.0,661.02,65.0,24.0,356.0,Chestnut
7.08,21.5,57.44,542.0,746.07,39.0,24.0,208.0,Chestnut
6.9,11.3,40.14,1448.0,700.0,102.0,35.0,1089.0,Chestnut
5.7,19.14,61.37,242.0,1145.02,116.0,26.0,983.0,Chestnut
7.48,10.74,63.91,208.0,1000.63,98.0,40.0,1059.0,Chestnut
7.28,24.7,63.97,1466.0,776.61,31.0,26.0,241.0,Chestnut
6.44,16.8,54.33,252.0,754.15,31.0,32.0,206.0,Chestnut
7.31,12.64,44.9,593.0,756.75,116.0,34.0,466.0,Chestnut
6.41,13.76,55.54,1423.0,1040.2,104.0,29.0,180.0,Chestnut
6.47,18.5,66.1,586.0,1029.27,73.0,39.0,1005.0,Chestnut
6.05,21.39,48.13,1225.0,962.41,78.0,31.0,545.0,Chestnut
6.32,14.8,57.8,1252.0,969.83,114.0,35.0,949.0,Chestnut
6.31,17.92,57.22,832.0,853.13,41.0,38.0,863.0,Chestnut
5.72,20.58,42.18,1499.0,1023.84,67.0,37.0,116.0,Chestnut
6.67,19.34,53.23,119.0,817.97,80.0,38.0,878.0,Chestnut
7.23,21.63,51.32,784.0,687.11,63.0,33.0,1126.0,Chestnut
5.56,10.35,47.04,843.0,697.76,38.0,29.0,1152.0,Chestnut
5.56,21.48,68.09,793.0,1057.84,47.0,32.0,100.0,Chestnut
7.14,22.77,66.86,597.0,616.21,90.0,23.0,1006.0,Chestnut
5.91,16.35,48.39,737.0,674.68,120.0,31.0,680.0,Chestnut
7.06,14.59,68.89,462.0,951.92,50.0,26.0,135.0,Chestnut
6.09,14.55,54.39,1459.0,1168.88,107.0,23.0,662.0,Chestnut
6.42,14.17,47.58,1211.0,975.58,81.0,29.0,1169.0,Chestnut
6.45,14.77,40.83,189.0,741.71,91.0,22.0,594.0,Chestnut
5.6,11.96,64.09,1496.0,1091.24,71.0,22.0,412.0,Chestnut
5.7,18.32,40.6,865.0,629.82,52.0,40.0,554.0,Chestnut
6.35,18.92,65.25,1097.0,1142.76,112.0,20.0,1113.0,Chestnut
6.71,13.61,57.7,1264.0,900.86,60.0,31.0,949.0,Chestnut
7.26,20.36,59.16,544.0,1035.99,65.0,36.0,908.0,Chestnut
7.16,10.4,48.64,1048.0,1067.95,104.0,37.0,92.0,Chestnut
5.58,11.73,64.65,1321.0,1073.3,60.0,24.0,903.0,Chestnut
5.88,18.98,69.71,1015.0,734.73,120.0,32.0,435.0,Chestnut
6.65,13.72,63.46,921.0,842.69,111.0,35.0,675.0,Chestnut
6.76,12.55,68.45,370.0,806.4,55.0,37.0,850.0,Chestnut
5.69,21.39,46.21,473.0,718.47,59.0,30.0,941.0,Chestnut
5.63,20.12,60.15,158.0,784.6,95.0,28.0,380.0,Chestnut
6.89,16.34,41.53,855.0,938.26,51.0,32.0,500.0,Chestnut
6.01,24.82,49.32,1407.0,1016.41,59.0,35.0,252.0,Chestnut
5.63,18.8,46.38,651.0,696.87,58.0,35.0,836.0,Chestnut
5.54,23.22,69.45,1464.0,898.21,81.0,36.0,442.0,Chestnut
7.4,23.74,45.41,1084.0,661.24,98.0,34.0,798.0,Chestnut
6.56,10.34,49.32,1446.0,749.75,77.0,25.0,375.0,Chestnut
7.48,10.98,49.9,1222.0,637.64,31.0,29.0,1006.0,Chestnut
7.1,17.74,61.89,393.0,1052.32,49.0,40.0,1081.0,Chestnut
5.82,10.08,40.59,94.0,1108.8,91.0,37.0,1093.0,Chestnut
5.73,23.16,65.91,666.0,819.59,104.0,30.0,872.0,Chestnut
6.23,24.81,69.33,477.0,635.57,76.0,25.0,1169.0,Chestnut
6.55,16.92,48.96,443.0,1154.52,63.0,25.0,177.0,Chestnut
6.85,12.74,62.79,1362.0,1104.97,44.0,38.0,904.0,Chestnut
7.04,16.66,51.25,1195.0,903.8,111.0,32.0,1093.0,Chestnut
6.04,18.22,65.12,667.0,661.63,106.0,20.0,544.0,Chestnut
7.09,21.44,69.58,130.0,887.1,80.0,36.0,984.0,Chestnut
6.64,21.32,42.45,1095.0,998.19,106.0,40.0,1041.0,Chestnut
7.04,15.3,58.87,1095.0,646.69,45.0,36.0,490.0,Chestnut
6.89,11.18,59.75,106.0,746.45,120.0,25.0,316.0,Chestnut
5.66,20.24,51.79,1397.0,786.77,57.0,36.0,830.0,Chestnut
6.62,12.72,50.72,121.0,837.37,37.0,34.0,472.0,Chestnut
6.65,23.33,57.95,571.0,1136.7,37.0,38.0,948.0,Chestnut
6.45,10.62,65.63,888.0,671.67,107.0,36.0,1073.0,Chestnut
6.83,16.73,50.6,1032.0,717.62,93.0,24.0,366.0,Chestnut
5.98,13.9,63.06,469.0,685.92,107.0,24.0,99.0,Chestnut
6.14,13.08,53.42,703.0,1106.6,77.0,32.0,762.0,Chestnut
6.93,23.47,56.02,1208.0,1071.24,100.0,37.0,1090.0,Chestnut
6.36,11.21,64.46,1021.0,670.13,49.0,25.0,1043.0,Chestnut
7.27,20.59,67.92,654.0,868.27,91.0,30.0,464.0,Chestnut
6.19,22.4,46.98,1209.0,960.61,106.0,22.0,928.0,Chestnut
7.17,16.98,63.74,1236.0,668.69,87.0,27.0,1093.0,Chestnut
7.23,21.09,58.52,1278.0,851.97,120.0,31.0,755.0,Chestnut
7.1,17.41,42.4,316.0,674.02,105.0,40.0,868.0,Chestnut
7.45,19.01,53.41,852.0,621.13,120.0,25.0,1125.0,Chestnut
6.42,20.82,40.33,367.0,991.09,82.0,23.0,233.0,Chestnut
6.35,23.94,66.12,392.0,948.51,42.0,30.0,1079.0,Chestnut
7.17,13.79,48.06,884.0,779.65,99.0,38.0,845.0,Chestnut
7.23,14.58,68.87,1239.0,1139.16,82.0,25.0,454.0,Chestnut
6.42,11.1,59.84,844.0,679.86,56.0,37.0,633.0,Chestnut
7.01,22.57,46.69,1004.0,671.34,70.0,23.0,1185.0,Chestnut
7.3,10.67,46.75,344.0,957.37,56.0,37.0,895.0,Chestnut
5.51,16.3,61.58,1027.0,775.22,54.0,37.0,114.0,Chestnut
7.35,20.19,48.57,1082.0,751.93,36.0,29.0,143.0,Chestnut
5.97,19.73,50.24,1304.0,1092.0,50.0,24.0,717.0,Chestnut
7.37,12.02,51.02,964.0,697.06,100.0,37.0,414.0,Chestnut
5.42,28.85,78.74,3027.0,887.87,75.0,27.0,51.0,Cranberries
5.21,26.51,77.33,3344.0,1198.54,138.0,30.0,38.0,Cranberries
5.48,30.01,64.39,1771.0,874.03,75.0,37.0,61.0,Cranberries
4.49,21.76,80.57,2235.0,1099.66,87.0,33.0,45.0,Cranberries
5.36,23.99,69.5,2435.0,810.61,129.0,30.0,31.0,Cranberries
4.4,29.0,77.14,1793.0,1056.21,72.0,39.0,93.0,Cranberries
5.08,29.78,71.67,1624.0,929.8,48.0,27.0,79.0,Cranberries
5.26,31.36,84.72,3652.0,953.95,145.0,21.0,52.0,Cranberries
5.49,32.49,77.56,2706.0,1338.52,82.0,31.0,90.0,Cranberries
4.69,31.43,81.63,3881.0,782.56,51.0,40.0,98.0,Cranberries
4.86,32.04,77.27,1782.0,1320.72,86.0,21.0,63.0,Cranberries
5.33,24.78,70.49,3147.0,1067.59,143.0,28.0,114.0,Cranberries
4.58,26.8,80.58,3416.0,919.47,102.0,29.0,75.0,Cranberries
5.13,28.3,77.04,1714.0,1428.75,45.0,21.0,34.0,Cranberries
4.45,29.3,78.83,2692.0,836.24,70.0,26.0,57.0,Cranberries
5.03,25.32,68.76,2984.0,865.15,63.0,28.0,121.0,Cranberries
4.09,28.59,63.46,2400.0,555.82,121.0,39.0,39.0,Cranberries
4.14,24.73,80.3,2009.0,1346.77,136.0,22.0,24.0,Cranberries
4.47,24.11,71.82,2089.0,827.38,50.0,28.0,47.0,Cranberries
5.06,30.54,80.58,1579.0,522.79,52.0,23.0,89.0,Cranberries
4.18,20.16,63.62,2976.0,503.38,98.0,35.0,50.0,Cranberries
4.46,22.82,60.47,2127.0,716.48,66.0,21.0,75.0,Cranberries
5.23,29.6,74.09,1505.0,1105.53,57.0,32.0,108.0,Cranberries
5.27,28.05,76.43,1912.0,757.96,139.0,27.0,38.0,Cranberries
5.14,25.85,81.99,2789.0,1496.05,128.0,35.0,123.0,Cranberries
4.18,21.7,69.86,2493.0,687.0,57.0,26.0,110.0,Cranberries
5.19,32.84,61.62,3423.0,919.36,117.0,35.0,30.0,Cranberries
4.23,33.94,78.83,1889.0,1230.85,100.0,31.0,113.0,Cranberries
4.98,20.17,70.41,2922.0,1445.36,118.0,31.0,88.0,Cranberries
5.33,33.09,83.65,3725.0,1006.67,44.0,34.0,78.0,Cranberries
5.29,24.08,80.96,3996.0,944.2,66.0,37.0,58.0,Cranberries
4.12,22.43,79.91,1977.0,1493.47,143.0,35.0,42.0,Cranberries
5.21,20.96,64.28,3127.0,1443.72,65.0,20.0,55.0,Cranberries
4.63,29.75,71.37,3451.0,962.06,117.0,20.0,23.0,Cranberries
4.7,26.68,74.4,3544.0,596.36,102.0,21.0,34.0,Cranberries
4.71,32.14,60.78,3594.0,1001.31,80.0,20.0,56.0,Cranberries
4.19,22.43,67.89,1880.0,595.31,50.0,35.0,33.0,Cranberries
4.34,31.6,66.69,3485.0,1430.77,116.0,20.0,93.0,Cranberries
4.67,29.96,70.04,3839.0,1391.07,87.0,35.0,131.0,Cranberries
4.31,23.22,77.1,2556.0,1006.08,127.0,36.0,36.0,Cranberries
4.32,32.0,83.37,3501.0,765.27,49.0,23.0,47.0,Cranberries
4.05,34.42,68.71,1716.0,1207.42,112.0,31.0,110.0,Cranberries
5.46,33.21,61.04,3656.0,1311.83,62.0,27.0,31.0,Cranberries
4.43,27.61,80.75,2990.0,1491.59,61.0,28.0,37.0,Cranberries
4.16,25.51,72.92,2150.0,1113.54,40.0,29.0,86.0,Cranberries
4.86,23.9,71.95,4000.0,815.3,75.0,22.0,118.0,Cranberries
4.33,20.82,62.78,2400.0,1118.31,140.0,39.0,81.0,Cranberries
4.83,26.95,79.04,3362.0,630.95,69.0,20.0,50.0,Cranberries
4.86,22.45,78.4,3237.0,1166.9,78.0,40.0,128.0,Cranberries
4.93,30.59,60.01,2797.0,1121.02,116.0,38.0,57.0,Cranberries
5.34,23.12,73.71,3010.0,816.16,97.0,34.0,122.0,Cranberries
5.2,29.47,71.68,2953.0,1122.59,94.0,38.0,132.0,Cranberries
5.11,26.24,62.06,3573.0,680.27,126.0,25.0,65.0,Cranberries
4.84,32.4,67.9,2497.0,1413.2,97.0,22.0,70.0,Cranberries
4.56,21.53,67.71,2250.0,1190.48,45.0,26.0,119.0,Cranberries
4.99,22.0,77.1,2243.0,679.74,100.0,25.0,89.0,Cranberries
4.73,29.95,76.28,1586.0,1173.59,102.0,23.0,141.0,Cranberries
4.18,33.64,78.3,2807.0,1461.33,106.0,28.0,55.0,Cranberries
5.26,29.08,84.51,3909.0,885.96,95.0,37.0,48.0,Cranberries
4.75,21.51,72.09,3586.0,696.26,103.0,28.0,45.0,Cranberries
4.79,30.9,82.78,2502.0,831.27,93.0,35.0,85.0,Cranberries
4.62,22.3,63.75,3979.0,1349.46,145.0,20.0,135.0,Cranberries
5.38,25.47,61.18,2575.0,1148.1,74.0,32.0,79.0,Cranberries
5.23,33.63,60.97,1764.0,980.51,124.0,34.0,43.0,Cranberries
5.44,27.2,70.67,3306.0,1422.23,52.0,29.0,102.0,Cranberries
4.5,22.28,77.69,3394.0,1378.91,119.0,38.0,48.0,Cranberries
4.5,20.73,70.71,2183.0,551.04,50.0,30.0,132.0,Cranberries
5.19,23.45,74.02,3232.0,1246.35,47.0,20.0,36.0,Cranberries
4.47,27.7,79.07,2968.0,1268.54,46.0,21.0,126.0,Cranberries
4.95,32.32,74.5,2593.0,1205.37,54.0,39.0,21.0,Cranberries
4.37,23.8,76.74,2851.0,581.48,106.0,23.0,30.0,Cranberries
4.78,34.53,77.69,3603.0,1227.25,70.0,31.0,43.0,Cranberries
4.65,32.59,81.67,3516.0,763.27,47.0,29.0,104.0,Cranberries
4.52,20.29,76.26,3323.0,812.61,134.0,26.0,22.0,Cranberries
4.14,30.77,66.11,3931.0,596.64,127.0,27.0,34.0,Cranberries
4.85,24.61,82.89,2644.0,1254.29,94.0,40.0,135.0,Cranberries
4.91,28.29,71.04,3420.0,1267.19,94.0,34.0,108.0,Cranberries
5.21,27.0,60.38,3313.0,674.04,60.0,34.0,150.0,Cranberries
4.92,21.25,71.25,3858.0,1350.74,46.0,36.0,139.0,Cranberries
5.41,27.78,74.58,2511.0,1416.46,94.0,31.0,62.0,Cranberries
5.14,25.25,73.31,3743.0,764.96,117.0,36.0,22.0,Cranberries
4.99,25.46,65.32,3818.0,959.9,103.0,37.0,48.0,Cranberries
5.23,22.78,75.88,2376.0,1454.98,147.0,24.0,95.0,Cranberries
5.21,31.49,62.99,3224.0,917.1,80.0,30.0,83.0,Cranberries
